time,order,nn_distance
0,0.09600280448490667,14.466353088497216
1,0.07688565940120362,14.382294241997606
2,0.07799080212882731,14.234049514035714
3,0.06850726408482402,14.041068760163254
4,0.06538391757966024,13.809817539654459
5,0.06118546356198808,13.572437876790218
6,0.0729171448482962,13.33697870298375
7,0.0743611667375435,13.102363905200205
8,0.08920557444591949,12.87934094470233
9,0.08700499299998884,12.662848808218609
10,0.08673082740619285,12.390512548029813
11,0.07165402098504957,12.114404429109529
12,0.05410929685492487,11.844129834348676
13,0.05111528842716686,11.599456495018433
14,0.027093338956101998,11.392230363109922
15,0.029952273525548506,11.213419650909755
16,0.03763471819409912,11.057691907916618
17,0.045596263896871374,10.889689049234311
18,0.050170282158815,10.735858560990232
19,0.06516063282614372,10.590795049874387
20,0.0949567906836531,10.448725585518309
21,0.11566711693100144,10.295967604749363
22,0.11808507747389067,10.149008986421732
23,0.13725127459021855,10.017279703895326
24,0.14136867343625775,9.893408004785842
25,0.12979433824249764,9.771057059616785
26,0.1328062099969487,9.658303726369843
0,0.11087123236715561,13.70055069163895
1,0.13530941380238126,13.858447539850612
2,0.15912089022717532,13.935976840491298
3,0.17738628463118064,13.965112683099058
4,0.19510239927297912,13.943960964467609
5,0.2071410553815769,13.891964834954983
6,0.2228091768051933,13.821802119969153
7,0.24611789027411304,13.735252858871295
8,0.253879163560164,13.651364543726842
9,0.26177934274492726,13.566334192321232
10,0.2700842069365019,13.465390444527728
11,0.27702870134768526,13.349717881881123
12,0.28812425820288634,13.21701846706505
13,0.2934874612955054,13.074957428438697
14,0.3069417383486217,12.947460200187926
15,0.3099925269382451,12.837979471698791
16,0.31817036115474656,12.721327893974236
17,0.3252046444686586,12.600703229544617
18,0.3374490904844349,12.473626083071826
19,0.34750409435791324,12.353840252606249
20,0.35852447747719857,12.235237035524738
21,0.3706975917959733,12.126296848036233
22,0.3803420931681803,12.000476729727252
23,0.39103747874294226,11.894195394064761
24,0.3936830291178889,11.793679761102776
25,0.39607080860512744,11.7104932538278
26,0.40301519076066117,11.63491234379476
27,0.41436047527219927,11.549323133863163
28,0.4270110929111334,11.462779380406467
29,0.4381055411247494,11.390160960983192
30,0.45025294252057463,11.326841028221946
31,0.46109268914726376,11.273113399154932
32,0.46309266895589685,11.233212141368474
33,0.46551918580552387,11.18251086406804
34,0.467947538416786,11.128179143843097
35,0.4736242055852821,11.074904475089733
36,0.4768606976508707,11.037843270117307
37,0.4776024013630128,10.990038100082026
38,0.48362742437025324,10.943413840310466
39,0.486702861500337,10.907395334670293
40,0.493561432200371,10.86339603180762
41,0.5000149221767972,10.830247605278414
42,0.5096149638196324,10.7932885867974
43,0.5204698116215966,10.761931918396797
44,0.5133621038754711,10.721649281651912
45,0.4973218082622807,10.685531954710681
46,0.5093594691834681,10.661432215962073
47,0.4972378498729258,10.645039285113878
48,0.4964738294402067,10.60632600622377
49,0.5013876908430849,10.579460294678608
50,0.49065321178312404,10.544641348060251
51,0.48387300223075924,10.513591894304342
52,0.474688171738155,10.469737055262948
53,0.4603380623731623,10.421399961313956
54,0.4429727010000873,10.383010540944719
55,0.4388285433303391,10.334065349479213
56,0.43518694982931777,10.277503588211323
57,0.42292200365287724,10.239381812793079
58,0.42178484615083234,10.194583431608356
59,0.41449177704221285,10.161116867262464
60,0.43007944793866565,10.123092358743396
61,0.4374435684200252,10.061480012105351
62,0.4576687708617841,9.988337010832131
63,0.45196196686012835,9.928062808737979
64,0.45539883469110004,9.860257438507427
65,0.45620016474195657,9.821681340504327
66,0.45728265853322775,9.800841198892874
67,0.45959355871094,9.786886619782578
68,0.4542651052064215,9.76318707228624
69,0.45036701083181585,9.745654576433932
70,0.4508660888574966,9.7286945934697
71,0.4567774597564037,9.704668871546511
72,0.4545060679349945,9.667954227302623
73,0.4636089752918292,9.623930922891454
74,0.4737298674294288,9.599989732071904
75,0.4802264997836715,9.554874762292503
76,0.4964667699128391,9.515509188803414
77,0.5165720120831213,9.485641359230444
78,0.5125751155162058,9.463140886213338
79,0.5006734928616435,9.44916637007601
80,0.4989458761844511,9.420313101057301
81,0.4863591023222685,9.41150693853423
82,0.4685092574451867,9.381041446080987
83,0.4608994766521562,9.353941441345322
84,0.46363447267744895,9.317935323347474
85,0.4657827737487979,9.289549496781119
86,0.46730960834110563,9.26389267900617
87,0.5010482405206266,9.244385070653754
88,0.5211132814058039,9.233553612429615
89,0.5087350668227585,9.207731347377624
90,0.4999383599988862,9.185600462478975
91,0.4879679276807788,9.17800994622202
92,0.48163328836990194,9.164336828506583
93,0.48247181143235623,9.150203071761638
94,0.47909727097648513,9.108460726846575
95,0.4728773083954726,9.09293679892375
96,0.48056717601552656,9.075412581359307
97,0.48439599849138804,9.088742832015633
98,0.4921543648546628,9.079500339288767
99,0.4960868651151714,9.085473874737012
100,0.5085588289136637,9.075908932664023
101,0.50346162027032,9.076896336060626
102,0.5148852059275663,9.078543239175183
103,0.5446252440026533,9.077535611212491
104,0.5424605051832391,9.06567101384336
105,0.5435408256210932,9.070721755137967
106,0.5463724873995904,9.062668769691456
107,0.5510562945518089,9.05667596067919
108,0.5465825972239897,9.068031220387873
109,0.5361438057419562,9.083026737937661
110,0.5429998565244505,9.073059767369822
111,0.5572367807389444,9.066281738576397
112,0.5632670005124395,9.078904170861863
113,0.5781508894167654,9.084897018693743
114,0.5760752732051582,9.076131123724238
115,0.5897420852629044,9.064735055999058
116,0.5866963038002133,9.052162384059404
117,0.5759214861641778,9.0443915338806
118,0.5711199749075432,9.037930186984966
119,0.5651805883054851,9.023207103358807
120,0.5654971450639382,8.999497447660836
121,0.5737122147697246,8.986314709303926
122,0.5745420757087765,8.967742306635552
123,0.5769130911540522,8.939469114709686
124,0.5673315335682328,8.908578201475391
125,0.566733362463019,8.883413327703053
126,0.5635560573005634,8.873771019003765
127,0.5717672148310059,8.877460077243764
128,0.5838082902806776,8.864956295833185
129,0.5703907237641617,8.829228588712391
130,0.5579742165753304,8.802080720412334
131,0.539022976759023,8.786352021145975
132,0.5376281080907249,8.764830761534295
133,0.5433540165827239,8.750628785284619
134,0.5444919110790032,8.712475883503481
135,0.5571785733117918,8.683052122742644
136,0.5485762255943464,8.6592340427622
137,0.5491084223130472,8.634913817096116
138,0.5704631507886728,8.629344341539943
139,0.5637039275439737,8.631967495200323
140,0.5436636886116248,8.626919157574143
141,0.5242468640070105,8.617198373311863
142,0.5130139750216998,8.619047525694004
143,0.5002546606272208,8.605606645887006
144,0.4895023447521114,8.612789337832135
145,0.47860038266953453,8.594987589229019
146,0.47853207849979107,8.589933235388216
147,0.47097902344765236,8.57160424303695
148,0.46971304667896624,8.56144283134855
149,0.4491181193999773,8.552810452137644
150,0.43128317892256185,8.542743033317343
151,0.4331204125861211,8.543098789209147
152,0.442244815021825,8.540261596346552
153,0.4458678672201831,8.518937292309216
154,0.44893991591001,8.500948125770499
155,0.4523885875555153,8.464069902471472
156,0.4685035290449693,8.44065154007951
157,0.4840169643320225,8.417688661542547
158,0.49040957250696415,8.389683873016752
159,0.48687899267986745,8.363597475073952
160,0.47699497209091796,8.358996568746557
161,0.4747377039311541,8.337509746369241
162,0.4814562113126687,8.327627479941789
163,0.48815244467156527,8.326675325889056
164,0.5006192008332353,8.326883674205645
165,0.5251215410055976,8.326845103911502
166,0.5253702478357485,8.311316606513753
167,0.5314351195257422,8.282972690569048
168,0.529654826224212,8.270996348804065
169,0.5251677112995659,8.267248996857646
170,0.5230343287784056,8.258012716107107
171,0.5267744483250594,8.269638124308749
172,0.536635856930865,8.282701776189253
173,0.5694995206695217,8.27003581195939
174,0.5774920815318871,8.259812657211311
175,0.5776842417801921,8.258067098342554
176,0.5610155194390894,8.244051738919486
177,0.5491330138605122,8.216074221457644
178,0.5542729859667681,8.201913834258152
179,0.5532251931480898,8.1866788024708
180,0.5602738983695612,8.164300267119915
181,0.5700692472719521,8.151075984368282
182,0.5817682383258953,8.139107504269562
183,0.583845537753711,8.125402066919184
184,0.5779132489013569,8.111946600817305
185,0.5948010754706905,8.10060458031524
186,0.6147199902792493,8.095674390932418
187,0.6407849869695045,8.08211037182311
188,0.6476252660376062,8.074671321794403
189,0.6509466750592214,8.07751556839175
190,0.6643762345565584,8.066772573490955
191,0.6793997767033825,8.065792014511173
192,0.6714404084837119,8.072549981236296
193,0.6972230487538635,8.086353090609753
194,0.7057110681934711,8.103444761441253
195,0.7024536415866673,8.100905407206955
196,0.7269844962726012,8.095780763046266
197,0.7417313339875681,8.090997711729791
198,0.7482050417289561,8.06249267920403
199,0.7562105585648182,8.055371879497352
200,0.7508398151553489,8.052640019535382
201,0.7601819841520563,8.065194434291215
202,0.7579508019094063,8.076030971978968
203,0.7700222398730813,8.084303581145107
204,0.7795218893801855,8.083017859292667
205,0.7856690900871864,8.107424195581808
206,0.7763129884229429,8.121139869009529
207,0.7885439928369948,8.110809409517083
208,0.7860075386489659,8.0943072836972
209,0.78210888659056,8.091662814545861
210,0.7856378248754646,8.086373625694362
211,0.779338020504649,8.078271922617779
212,0.7839232087136183,8.081737299568992
213,0.7957685887952046,8.08959909231272
214,0.8021173818190431,8.071541056529089
215,0.8198206229246633,8.080145021936287
216,0.8130874509006065,8.084765816998477
217,0.7980171910966238,8.09340066515969
218,0.7908101468105477,8.076635837696488
219,0.7920224660416886,8.082696710465251
220,0.7918346505490148,8.070076956697065
221,0.7884727064107198,8.053375390110865
222,0.7847257741823727,8.02479767368399
223,0.7766448967148746,8.008562632070532
224,0.7696097169052358,8.007035354547236
225,0.7575670583738343,8.009227754847172
226,0.7562602522079235,8.01729890586968
227,0.7518385847460618,8.014514149077769
228,0.7590002972649912,8.006133129359776
229,0.7622224632754242,8.037060135669892
230,0.7567015697500058,8.039438722266944
231,0.7627055843426379,8.060521763790621
232,0.7715499068145647,8.059343147980519
233,0.7883034727663578,8.067803723283358
234,0.8051410891522442,8.074713478252674
235,0.8143966461094501,8.05339244052408
236,0.8264756814140555,8.061663616209776
237,0.8380271013998052,8.051355528312493
238,0.8325115567810886,8.027727705032696
239,0.8348203435086248,8.015012896281423
240,0.8312653009408618,7.995000965103929
241,0.828137810741445,7.999458665921537
242,0.8307022650714587,7.98160784714736
243,0.8203092191583236,7.961257732895266
244,0.8174026379587412,7.942293735992688
245,0.8214258119354365,7.932745364070888
246,0.8191498024508916,7.937485825615052
247,0.8100088086038043,7.942213080960435
248,0.8070373615984862,7.936000319436869
249,0.8157957417693764,7.939654728079128
250,0.8094500325248977,7.9317632981004556
251,0.8078231478036031,7.911252475096275
252,0.8052776599772102,7.888372480645304
253,0.7812701619052637,7.874818377756213
254,0.7599346830309702,7.849755853368126
255,0.751889263912888,7.82493097523209
256,0.7509887602553641,7.785036502319628
257,0.7469249073385774,7.768880088917099
258,0.7402604115734482,7.761226903085918
259,0.7507807350244597,7.747059761847023
260,0.7612511929241988,7.711631182253724
261,0.7588146485811322,7.697642257281214
262,0.7469805671451691,7.705080464798528
263,0.742393646992687,7.700276153421215
264,0.7294528930495646,7.681776342511552
265,0.7059549010254367,7.681459867368391
266,0.7001934735954737,7.688330944334291
267,0.6957352817405144,7.677336033880963
268,0.6891971053110872,7.6641415151877625
269,0.6994765813085322,7.65248784500447
270,0.7103023114295588,7.634016165250797
271,0.7142005064874992,7.623948790896805
272,0.7248247626476193,7.6321323964904115
273,0.7162999486113413,7.6408298662276035
274,0.7161534152388888,7.644282074296458
275,0.7210169038403009,7.6444309196508655
276,0.7145377656257215,7.6467860429884675
277,0.7083011427341903,7.653689137478483
278,0.7160414241822156,7.654527027614222
279,0.7380269312386442,7.654822643493452
280,0.7390338649859196,7.659365096381167
281,0.7414834516705444,7.682263815248243
282,0.7365324276414738,7.675819800153053
283,0.7284161077952858,7.666859025291269
284,0.7124771354186836,7.660035147513366
285,0.6979319660482575,7.645008755331136
286,0.6799563868514688,7.64676093440108
287,0.6633578487397814,7.653738549128328
288,0.6660483747289649,7.6564176704775555
289,0.6608414461027335,7.6445014972370195
290,0.6583919441735323,7.651289618375553
291,0.6445326669891132,7.646302113463673
292,0.6327113995191525,7.653061797049384
293,0.639318725837406,7.65831954153899
294,0.6464803571961939,7.641217974811763
295,0.6446031506773573,7.623411876720289
296,0.6469261376723785,7.598808651491416
297,0.6691223874327139,7.583933712374443
298,0.6767151119709811,7.566199712212215
299,0.6847589997524612,7.522482879579505
300,0.694947097454919,7.505896690236949
