0	1	2	9.924528301886797	9.952830188679249
0	2	2	10.100000000000003	99.78999999999998
0	3	2	9.972222222222223	190.04629629629622
0	4	2	99.90291262135926	9.990291262135923
0	5	2	100.10377358490567	100.02830188679245
0	6	2	100.07692307692305	190.08653846153842
0	7	2	189.94230769230774	9.913461538461535
0	8	2	190.0857142857143	100.06666666666669
0	9	2	189.99029126213586	190.06796116504844
0	10	1	120.5	91.5
0	11	1	50	47
0	12	1	92	28.5
0	13	1	108	62
0	14	1	169.5	155.5
0	15	1	184.75	117.50000000000001
0	16	1	47.5	6
0	17	1	157	82
0	18	1	128	129
0	19	1	145.66666666666666	157.66666666666666
0	20	1	196	54
0	21	1	142.5	112.5
0	22	1	165	32.5
0	23	1	84	160.5
0	24	1	115.2	171
0	25	1	41	44.666666666666664
0	26	1	173	63
0	27	1	31.666666666666664	72.83333333333333
0	28	1	65.33333333333333	144.66666666666669
0	29	1	78	143
0	30	1	185	198
0	31	1	115	91
0	32	1	117.33333333333333	134
0	33	1	142.5	195.5
0	34	1	46	158
0	35	1	33.333333333333336	194.33333333333334
0	36	1	146	125
0	37	1	187	178.5
0	38	1	17	2.3333333333333335
0	39	1	108.8	32.8
0	40	1	9.5	139
0	41	1	167	78
0	42	1	185	66.5
0	43	1	103	0.6666666666666666
0	44	1	191.5	159.5
0	45	1	83.5	116.5
0	46	1	87	127
0	47	1	36.5	84.5
0	48	1	65	62.333333333333336
0	49	1	45	158
0	50	1	182.75	86.25
0	51	1	158	47
0	52	1	139	74
0	53	1	35	111
0	54	1	191	48.5
0	55	1	1.5	150
0	56	1	32.5	84.25
0	57	1	136	120
0	58	1	55.666666666666664	18.666666666666668
0	59	1	61	48
10	1	2	9.959999999999999	10.129999999999997
10	2	2	10.120000000000005	99.88
10	3	2	10.151515151515149	189.93939393939394
10	4	2	99.79166666666669	10.260416666666675
10	5	2	100.19	99.99
10	6	2	100.23	190.01999999999995
10	7	2	190.19000000000003	9.93
10	8	2	190.1199999999999	100.12000000000003
10	9	2	189.9583333333333	190.31249999999994
10	10	1	122.06666666666668	91.6666666666667
10	11	1	48.16176470588235	48.89705882352942
10	12	1	93.62931034482756	27.46551724137932
10	13	1	109.2876712328767	62.82191780821918
10	14	1	169.49532710280369	156.0654205607477
10	15	1	182.99999999999983	117.93532338308462
10	16	1	48.33121019108282	7.27388535031847
10	17	1	158.56122448979585	83.04081632653056
10	18	1	128.60975609756096	130.68292682926835
10	19	1	146.86507936507937	157.42063492063488
10	20	1	196.1153846153846	54.19230769230769
10	21	1	142.3941605839415	110.70072992700732
10	22	1	163.07843137254892	31.810457516339874
10	23	1	82.73239436619717	158.59154929577468
10	24	1	116.3241379310345	172.00689655172414
10	25	1	40.605504587155956	43.85321100917433
10	26	1	170.4189189189189	62.97297297297296
10	27	1	29.560000000000002	72.89714285714284
10	28	1	65.77844311377247	146.22754491017957
10	29	1	79.20289855072467	145.17391304347825
10	30	1	184.49999999999994	197.96969696969697
10	31	1	112.47826086956526	92.81739130434782
10	32	1	117.92307692307692	134.12426035502958
10	33	1	140.2761904761904	195.79047619047617
10	34	1	44.98437500000001	155.56250000000003
10	35	1	33.75294117647058	195.58235294117645
10	36	1	145.49411764705883	125.16470588235293
10	37	1	186.34532374100718	179.69064748201447
10	38	1	18.70440251572326	1.4025157232704415
10	39	1	106.82119205298017	34.609271523178805
10	40	1	11.081395348837207	141.20930232558132
10	41	1	166.40697674418604	77.67441860465117
10	42	1	183.95762711864398	67.3983050847458
10	43	1	105.76744186046513	1.9534883720930338
10	44	1	193.1476510067114	158.64429530201335
10	45	1	83.03649635036494	115.4379562043796
10	46	1	89.44347826086955	126.05217391304346
10	47	1	35.714285714285715	84.7619047619048
10	48	1	64.53719008264466	63.454545454545475
10	49	1	42.85714285714286	159.52380952380952
10	50	1	182.37714285714293	85.37142857142858
10	51	1	158.08860759493678	46.455696202531634
10	52	1	141.07594936708858	72.03797468354429
10	53	1	34.15503875968994	111.52713178294576
10	54	1	191.23148148148152	47.60185185185186
10	55	1	2.269230769230769	149.8589743589744
10	56	1	29.752941176470593	82.23529411764709
10	57	1	135.485294117647	120.08823529411762
10	58	1	56.506944444444464	18.51388888888889
10	59	1	63.72000000000001	48.98666666666666
20	1	2	9.740000000000002	10.299999999999995
20	2	2	10.120000000000005	99.88
20	3	2	10.120000000000005	189.88
20	4	2	99.84693877551022	10.193877551020412
20	5	2	100.19	99.99
20	6	2	100.09183673469389	189.7755102040815
20	7	2	190.22222222222223	10.202020202020204
20	8	2	190.1199999999999	100.12000000000003
20	9	2	189.99999999999991	190
20	10	1	123.05472636815924	90.22885572139306
20	11	1	49.56716417910447	49.40298507462687
20	12	1	93.9601990049751	27.587064676616915
20	13	1	109.53500000000003	63.25999999999998
20	14	1	169.73500000000004	155.3800000000002
20	15	1	182.46766169154225	117.65671641791047
20	16	1	47.98999999999999	7.490000000000001
20	17	1	158.0200000000001	83.46500000000006
20	18	1	127.96039603960392	132.01485148514848
20	19	1	146.61194029850736	157.2835820895522
20	20	1	197.24875621890547	53.81592039800997
20	21	1	142.1542288557214	108.95024875621894
20	22	1	163.31500000000003	31.43
20	23	1	82.16499999999998	158.635
20	24	1	116.22000000000003	172.17999999999992
20	25	1	39.47500000000001	42.69500000000001
20	26	1	170.04477611940297	62.39303482587066
20	27	1	29.771144278606958	71.10447761194025
20	28	1	65.89552238805972	146.23383084577114
20	29	1	78.69154228855719	145.36815920398016
20	30	1	184.26865671641792	198.63184079601993
20	31	1	111.58706467661693	93.50248756218902
20	32	1	116.10447761194027	134.860696517413
20	33	1	140.1442786069651	196.2537313432836
20	34	1	45.19402985074627	151.90049751243777
20	35	1	33.63184079601991	195.00995024875627
20	36	1	145.79207920792072	125.84158415841587
20	37	1	186.50746268656727	178.96019900497518
20	38	1	19.323383084577117	1.0995024875621893
20	39	1	107.19402985074625	35.02487562189056
20	40	1	11.547263681592042	141.98507462686575
20	41	1	166.99502487562185	77.47263681592042
20	42	1	183.57711442786075	67.8955223880597
20	43	1	106.29850746268657	1.6815920398009954
20	44	1	193.12437810945275	159.11940298507463
20	45	1	82.51741293532338	115.82587064676613
20	46	1	89.65671641791047	126.0497512437811
20	47	1	36.92039800995025	84.57711442786064
20	48	1	64.1940298507463	63.95522388059704
20	49	1	41.615	161.07000000000008
20	50	1	182.089552238806	85.71641791044777
20	51	1	157.80597014925377	46.2686567164179
20	52	1	140.68159203980088	71.84079601990051
20	53	1	34.203980099502466	112.09950248756216
20	54	1	189.77114427860693	45.49751243781097
20	55	1	1.7849999999999997	150.84000000000015
20	56	1	28.915000000000006	84.63500000000002
20	57	1	133.77114427860684	119.68656716417908
20	58	1	56.500000000000014	18.395000000000014
20	59	1	64.17910447761194	49.756218905472636
30	1	2	9.740000000000002	10.299999999999995
30	2	2	10.120000000000005	99.88
30	3	2	10.120000000000005	189.88
30	4	2	99.85858585858585	10.141414141414142
30	5	2	100.19	99.99
30	6	2	100.10101010101008	189.82828282828282
30	7	2	190.2164948453608	10.30927835051546
30	8	2	190.1199999999999	100.12000000000003
30	9	2	189.99999999999991	190
30	10	1	123.235	89.98000000000005
30	11	1	49.790000000000006	48.989999999999995
30	12	1	94.44278606965172	27.87562189054726
30	13	1	109.93499999999997	63.315
30	14	1	169.69651741293526	155.54228855721405
30	15	1	182.73	117.51000000000003
30	16	1	47.55223880597015	7.641791044776119
30	17	1	158.38308457711446	83.5174129353234
30	18	1	128.06999999999994	132.20500000000007
30	19	1	146.7512437810945	157.19402985074612
30	20	1	197.17910447761193	53.995024875621894
30	21	1	142.26865671641778	109.23383084577114
30	22	1	163.28855721393032	31.442786069651753
30	23	1	82.12935323383086	158.66666666666666
30	24	1	116.72636815920396	172.24875621890558
30	25	1	39.383084577114424	42.62189054726368
30	26	1	170.55499999999995	62.35000000000001
30	27	1	30.090000000000014	71.03000000000002
30	28	1	65.75621890547261	146.53233830845767
30	29	1	78.24875621890544	145.59203980099494
30	30	1	183.59203980099505	198.5671641791044
30	31	1	111.66	93.25999999999996
30	32	1	116.0049751243781	134.67164179104475
30	33	1	140.05000000000007	196.46999999999989
30	34	1	45.09950248756219	151.90547263681594
30	35	1	33.40298507462686	195.04975124378117
30	36	1	145.81094527363186	125.64676616915422
30	37	1	186.71144278606968	178.83582089552243
30	38	1	19.601990049751247	1.0497512437810939
30	39	1	107.42000000000003	35.12500000000001
30	40	1	11.592039800995021	142.457711442786
30	41	1	167.06467661691534	77.0547263681592
30	42	1	183.48258706467658	67.57711442786075
30	43	1	106.48756218905474	1.2985074626865674
30	44	1	193.13930348258705	158.9651741293533
30	45	1	82.76000000000002	115.60000000000002
30	46	1	89.79500000000002	125.64
30	47	1	36.6865671641791	84.78606965174127
30	48	1	64.49751243781091	64.05472636815917
30	49	1	41.63184079601992	161.0547263681592
30	50	1	182.00499999999994	85.30000000000001
30	51	1	157.7363184079601	46.30348258706467
30	52	1	140.6417910447761	72.0796019900497
30	53	1	34.22885572139304	112.10447761194027
30	54	1	189.98507462686567	45.32338308457711
30	55	1	1.370000000000001	150.6500000000001
30	56	1	28.755000000000006	84.10499999999998
30	57	1	133.6517412935324	119.98507462686565
30	58	1	56.223880597014926	18.01492537313432
30	59	1	63.865671641791025	50.15920398009949
40	1	2	9.740000000000002	10.299999999999995
40	2	2	10.120000000000005	99.88
40	3	2	10.120000000000005	189.88
40	4	2	99.85858585858585	10.141414141414142
40	5	2	100.19	99.99
40	6	2	100.12	189.88
40	7	2	190.2164948453608	10.30927835051546
40	8	2	190.1199999999999	100.12000000000003
40	9	2	189.99999999999991	190
40	10	1	123.13	89.82000000000004
40	11	1	49.61691542288556	49.3681592039801
40	12	1	94.58000000000001	27.500000000000007
40	13	1	109.83084577114425	63.80597014925375
40	14	1	169.99	155.61000000000007
40	15	1	182.55500000000006	117.185
40	16	1	46.9402985074627	7.82587064676617
40	17	1	158.525	83.64499999999998
40	18	1	128.56218905472633	132.2537313432836
40	19	1	146.17412935323384	157.15920398009942
40	20	1	196.98009950248758	53.83582089552238
40	21	1	142.06965174129354	109.90547263681596
40	22	1	163.18499999999995	32.18499999999997
40	23	1	82.11999999999995	158.42000000000002
40	24	1	116.76	171.98500000000004
40	25	1	39.78606965174133	42.66169154228854
40	26	1	170.99999999999986	63.00000000000002
40	27	1	30.661691542288544	70.91044776119404
40	28	1	65.8407960199005	146.1592039800996
40	29	1	77.92500000000007	145.80999999999997
40	30	1	183	198.735
40	31	1	112.01999999999994	93.16500000000003
40	32	1	115.66331658291456	134.12060301507535
40	33	1	139.23500000000004	197.2850000000001
40	34	1	44.05499999999999	150.95
40	35	1	33.795	195.6600000000001
40	36	1	145.78606965174123	125.34825870646766
40	37	1	187.42499999999995	177.68499999999995
40	38	1	20.109999999999992	0.7600000000000005
40	39	1	107.09452736318408	35.59701492537313
40	40	1	11.690000000000005	142.68000000000006
40	41	1	167.365	76.85000000000001
40	42	1	183.04999999999993	67.83
40	43	1	108.05500000000002	1.4599999999999989
40	44	1	193.405	159.045
40	45	1	83.28000000000004	115.87999999999998
40	46	1	89.63499999999996	125.37500000000006
40	47	1	36.97999999999999	84.61000000000003
40	48	1	65.44999999999997	63.84999999999991
40	49	1	41.679999999999986	161.31000000000012
40	50	1	181.855	85.175
40	51	1	157.44999999999987	45.91500000000002
40	52	1	140.77499999999995	72.78500000000007
40	53	1	34.318407960198996	112.55223880597013
40	54	1	190.065	44.894999999999996
40	55	1	1.0450000000000004	150.56
40	56	1	28.435000000000016	83.86500000000002
40	57	1	133.21890547263686	120.31343283582089
40	58	1	56.36500000000002	17.78999999999999
40	59	1	63.59	50.59499999999999
50	1	2	9.740000000000002	10.299999999999995
50	2	2	10.120000000000005	99.88
50	3	2	10.120000000000005	189.88
50	4	2	99.85858585858585	10.141414141414142
50	5	2	100.19	99.99
50	6	2	100.12	189.88
50	7	2	190.2164948453608	10.30927835051546
50	8	2	190.1199999999999	100.12000000000003
50	9	2	189.99999999999991	190
50	10	1	123.50746268656714	89.71144278606961
50	11	1	49.786069651741286	49.68159203980098
50	12	1	94.91000000000001	27.280000000000005
50	13	1	109.66666666666657	64.61194029850742
50	14	1	170.5175879396984	156.07537688442218
50	15	1	182.17910447761184	117.19402985074626
50	16	1	46.485000000000035	8.425
50	17	1	159.73000000000005	83.74000000000004
50	18	1	128.19499999999996	132.24999999999997
50	19	1	145.35499999999993	156.58999999999997
50	20	1	196.57	53.750000000000036
50	21	1	141.83084577114428	110.30348258706466
50	22	1	162.93499999999992	32.60999999999998
50	23	1	82.06500000000001	158.06000000000003
50	24	1	116.66499999999998	172.80499999999998
50	25	1	40.80099502487563	42.47761194029847
50	26	1	171.71000000000004	63.80000000000004
50	27	1	30.975124378109452	70.97512437810946
50	28	1	65.66666666666669	145.5621890547263
50	29	1	77.68000000000002	145.9899999999999
50	30	1	182.3482587064676	199.17412935323384
50	31	1	112.40999999999995	93.01500000000001
50	32	1	114.54500000000002	134.08000000000004
50	33	1	138.26865671641795	198.44776119402985
50	34	1	42.84079601990051	149.4825870646766
50	35	1	34.646766169154255	196.16417910447757
50	36	1	145.68999999999994	125.11999999999996
50	37	1	188.77499999999995	175.8
50	38	1	20.73267326732672	0.8415841584158416
50	39	1	106.53999999999999	36.28999999999999
50	40	1	12.200000000000003	143.57500000000002
50	41	1	167.18090452261296	76.21608040201004
50	42	1	183.21500000000015	67.76500000000001
50	43	1	110.08955223880598	1.8855721393034817
50	44	1	193.57788944723617	159.34673366834173
50	45	1	83.81000000000004	115.795
50	46	1	89.81	124.87999999999998
50	47	1	36.79999999999996	84.66999999999999
50	48	1	66.83084577114423	63.62686567164176
50	49	1	41.8407960199005	160.99999999999994
50	50	1	181.76999999999998	84.87999999999997
50	51	1	157.725	46.015000000000015
50	52	1	140.61499999999995	73.865
50	53	1	34.81000000000003	113.18999999999997
50	54	1	189.95	44.67500000000002
50	55	1	1.0300000000000007	150.7800000000001
50	56	1	28.343434343434353	83.96464646464646
50	57	1	132.96999999999997	120.57999999999993
50	58	1	56.35175879396987	16.93467336683417
50	59	1	63.494999999999976	51.14499999999998
60	1	2	9.740000000000002	10.299999999999995
60	2	2	10.120000000000005	99.88
60	3	2	10.120000000000005	189.88
60	4	2	99.85858585858585	10.141414141414142
60	5	2	100.19	99.99
60	6	2	100.12	189.88
60	7	2	190.2164948453608	10.30927835051546
60	8	2	190.1199999999999	100.12000000000003
60	9	2	189.99999999999991	190
60	10	1	124.235	89.42000000000003
60	11	1	49.5323383084577	50.467661691542276
60	12	1	95.00500000000002	27.065000000000005
60	13	1	109.67999999999999	66.35
60	14	1	170.98499999999987	156.04500000000002
60	15	1	182.23999999999987	116.96000000000005
60	16	1	46.45728643216082	9.115577889447236
60	17	1	160.31500000000003	83.80499999999999
60	18	1	128.36	132.3449999999999
60	19	1	144.91542288557207	156.58208955223895
60	20	1	195.885	54.284999999999975
60	21	1	142.49751243781097	111.01492537313429
60	22	1	162.4527363184078	33.59203980099503
60	23	1	81.75999999999999	157.57000000000002
60	24	1	116.57788944723619	173.17587939698504
60	25	1	42.18592964824121	42.407035175879386
60	26	1	171.95	64.80499999999998
60	27	1	31.46500000000002	71.02000000000001
60	28	1	65.53500000000004	144.48
60	29	1	77.53499999999997	146.155
60	30	1	181.60000000000005	199.465
60	31	1	113.07000000000004	92.90000000000002
60	32	1	113.89999999999992	133.77499999999995
60	33	1	136.88999999999993	0.4049999999999997
60	34	1	41.87999999999997	148.14
60	35	1	35.50500000000002	196.72000000000008
60	36	1	145.4199999999999	124.90999999999994
60	37	1	189.90049751243774	174.48258706467652
60	38	1	21.44500000000001	1.0099999999999996
60	39	1	106.32000000000002	37.010000000000005
60	40	1	13.195	145.06500000000003
60	41	1	166.64999999999986	75.96
60	42	1	183.87000000000003	67.84
60	43	1	112.14000000000001	2.839999999999998
60	44	1	193.57	159.5599999999999
60	45	1	84.31343283582092	115.6567164179104
60	46	1	90.09000000000002	124.73000000000002
60	47	1	37.065	84.53000000000003
60	48	1	68.19999999999997	63.94500000000001
60	49	1	42.735000000000014	160.36999999999998
60	50	1	181.6599999999998	84.03000000000003
60	51	1	157.66500000000005	46.17500000000001
60	52	1	140.33999999999997	75.185
60	53	1	35.54455445544555	112.96039603960395
60	54	1	189.78999999999996	44.18
60	55	1	1.0749999999999986	150.45499999999996
60	56	1	28.368686868686858	83.8737373737373
60	57	1	132.47	120.50499999999997
60	58	1	56.68499999999998	16.515
60	59	1	63.97999999999998	51.90999999999999
70	1	2	9.740000000000002	10.299999999999995
70	2	2	10.120000000000005	99.88
70	3	2	10.120000000000005	189.88
70	4	2	99.85858585858585	10.141414141414142
70	5	2	100.19	99.99
70	6	2	100.12	189.88
70	7	2	190.2164948453608	10.30927835051546
70	8	2	190.1199999999999	100.12000000000003
70	9	2	189.99999999999991	190
70	10	1	124.62000000000002	89.285
70	11	1	49.243781094527364	51.129353233830834
70	12	1	95.36000000000003	27.21999999999999
70	13	1	109.84499999999994	67.77999999999997
70	14	1	171.30499999999995	156.30499999999998
70	15	1	181.80500000000004	116.77999999999997
70	16	1	46.624999999999986	9.69
70	17	1	161.25870646766165	83.53233830845774
70	18	1	128.5300000000001	132.72500000000002
70	19	1	144.06499999999994	156.43
70	20	1	195.2537313432836	55.00000000000001
70	21	1	142.96500000000003	111.265
70	22	1	161.92039800995022	34.29353233830846
70	23	1	80.865	157.34499999999994
70	24	1	116.48499999999997	173.63999999999982
70	25	1	44.14925373134331	42.42786069651739
70	26	1	171.88500000000005	65.10000000000005
70	27	1	32.06999999999999	71.13499999999998
70	28	1	65.44999999999999	143.3499999999999
70	29	1	77.76119402985076	146.3283582089552
70	30	1	180.14500000000007	199.66999999999993
70	31	1	113.44	92.28499999999998
70	32	1	113.51999999999998	133.7849999999999
70	33	1	135.42786069651746	2.174129353233831
70	34	1	40.879999999999995	147.77500000000003
70	35	1	36.545	197.17999999999995
70	36	1	145.07499999999996	124.71500000000005
70	37	1	190.74129353233832	173.9004975124377
70	38	1	22.10499999999999	1.38
70	39	1	106.45771144278616	38.21890547263683
70	40	1	13.743718592964823	147.45226130653268
70	41	1	166.66834170854275	75.77386934673366
70	42	1	184.25500000000008	67.835
70	43	1	113.78	3.9699999999999998
70	44	1	193.775	159.99500000000003
70	45	1	84.47499999999997	115.64500000000001
70	46	1	90.385	124.47499999999998
70	47	1	36.97979797979797	84.62626262626264
70	48	1	70.21608040201001	64.63819095477385
70	49	1	43.81592039800995	159.1691542288557
70	50	1	181.5999999999999	83.83500000000004
70	51	1	157.5249999999999	45.97999999999996
70	52	1	140.30150753768845	76.79396984924622
70	53	1	35.895522388059696	112.97512437810944
70	54	1	189.82999999999996	43.73999999999997
70	55	1	1.308457711442784	149.61194029850753
70	56	1	28.371859296482423	83.88442211055276
70	57	1	132.22000000000014	120.70499999999997
70	58	1	56.370000000000005	14.749999999999991
70	59	1	63.95522388059702	53.53731343283579
80	1	2	9.740000000000002	10.299999999999995
80	2	2	10.120000000000005	99.88
80	3	2	10.120000000000005	189.88
80	4	2	99.85858585858585	10.141414141414142
80	5	2	100.19	99.99
80	6	2	100.12	189.88
80	7	2	190.2164948453608	10.30927835051546
80	8	2	190.1199999999999	100.12000000000003
80	9	2	189.99999999999991	190
80	10	1	125.34	89.15000000000006
80	11	1	48.64000000000001	51.20499999999997
80	12	1	96.56999999999996	26.94999999999999
80	13	1	109.4427860696517	68.89552238805967
80	14	1	171.3100000000001	156.35500000000002
80	15	1	180.93467336683415	116.41708542713563
80	16	1	46.94500000000002	9.604999999999997
80	17	1	162.57500000000002	84.045
80	18	1	128.29145728643212	133.33165829145733
80	19	1	144.06999999999994	155.65
80	20	1	194.62686567164178	56.34328358208955
80	21	1	143.58000000000004	111.37000000000002
80	22	1	161.07500000000005	34.96500000000002
80	23	1	79.87064676616922	157.15920398009933
80	24	1	116.475	174.89999999999995
80	25	1	46.47761194029852	41.55721393034826
80	26	1	172.26000000000002	65.62499999999994
80	27	1	33.33	71.37
80	28	1	65.66666666666664	142.0696517412935
80	29	1	78.02999999999999	146.44000000000003
80	30	1	178.0150753768845	199.97989949748745
80	31	1	113.74874371859299	92.0552763819095
80	32	1	112.98500000000001	133.50000000000006
80	33	1	133.98009950248752	4.109452736318407
80	34	1	40.2361809045226	147.72361809045233
80	35	1	37.05999999999998	197.85000000000002
80	36	1	144.73500000000004	124.14999999999996
80	37	1	191.545	173.7899999999999
80	38	1	22.63500000000001	1.2599999999999998
80	39	1	106.41293532338311	39.99004975124377
80	40	1	13.703517587939706	149.64824120603018
80	41	1	166.4626865671642	75.91044776119402
80	42	1	184.86934673366827	68.93467336683419
80	43	1	114.68999999999996	4.515000000000001
80	44	1	193.945	160.29500000000002
80	45	1	84.713567839196	115.5929648241206
80	46	1	90.26499999999999	124.33499999999994
80	47	1	37.24623115577891	84.75879396984926
80	48	1	71.8507462686567	65.4527363184079
80	49	1	44.65671641791044	157.771144278607
80	50	1	181.34500000000008	83.87500000000003
80	51	1	157.67499999999998	46.205
80	52	1	140.1899999999999	77.19999999999996
80	53	1	35.93969849246232	112.10050251256281
80	54	1	190.11	43.480000000000025
80	55	1	2.0348258706467646	148.4726368159204
80	56	1	28.371859296482423	83.88442211055276
80	57	1	131.5223880597016	121.56716417910447
80	58	1	56.395000000000024	14.424999999999997
80	59	1	63.985074626865675	54.691542288557216
90	1	2	9.740000000000002	10.299999999999995
90	2	2	10.120000000000005	99.88
90	3	2	10.120000000000005	189.88
90	4	2	99.85858585858585	10.141414141414142
90	5	2	100.19	99.99
90	6	2	100.12	189.88
90	7	2	190.2164948453608	10.30927835051546
90	8	2	190.1199999999999	100.12000000000003
90	9	2	189.99999999999991	190
90	10	1	126.01500000000004	89.06499999999998
90	11	1	47.81909547738691	51.22613065326633
90	12	1	97.89999999999998	26.915
90	13	1	109.58706467661686	70.0696517412935
90	14	1	171.37499999999997	156.41499999999996
90	15	1	180.17000000000007	115.66
90	16	1	47.19500000000001	9.115
90	17	1	164.0949999999999	84.64500000000004
90	18	1	127.74500000000002	133.89999999999992
90	19	1	143.79999999999993	155.45499999999993
90	20	1	194.05	57.70500000000002
90	21	1	143.99497487437182	111.74874371859299
90	22	1	160.42499999999993	35.215
90	23	1	78.57500000000006	156.82000000000002
90	24	1	116.64321608040208	176.18592964824109
90	25	1	47.960199004975145	41.044776119402975
90	26	1	172.40999999999985	66.06999999999998
90	27	1	33.50500000000003	71.49999999999999
90	28	1	65.48999999999995	141.13999999999996
90	29	1	78.38308457711447	146.56716417910454
90	30	1	175.41499999999994	0.62
90	31	1	114.46000000000001	91.79499999999997
90	32	1	112.12499999999997	133.88499999999993
90	33	1	133.09500000000003	5.630000000000006
90	34	1	39.455000000000005	148.23000000000008
90	35	1	37.54500000000001	198.24499999999998
90	36	1	143.8706467661692	123.75124378109453
90	37	1	192.50248756218906	173.13930348258702
90	38	1	23.532338308457717	0.7064676616915433
90	39	1	106.49499999999998	41.025
90	40	1	13.494999999999994	151.22500000000005
90	41	1	166.41999999999993	75.69499999999998
90	42	1	185.46000000000004	70.01499999999999
90	43	1	116.27363184079601	5.194029850746271
90	44	1	194.6417910447761	160.3880597014926
90	45	1	85.20000000000003	115.28499999999998
90	46	1	90.23499999999997	124.28999999999998
90	47	1	37.435000000000024	84.65499999999992
90	48	1	73.37810945273634	66.75621890547264
90	49	1	46.07960199004976	156.57711442786058
90	50	1	181.05500000000012	84.33500000000008
90	51	1	158.06532663316594	46.29648241206029
90	52	1	140.585	77.85999999999999
90	53	1	35.885572139303484	111.09452736318411
90	54	1	190.31500000000008	42.86500000000002
90	55	1	3.045	147.03000000000006
90	56	1	28.371859296482423	83.88442211055276
90	57	1	130.18000000000004	122.21499999999999
90	58	1	56.34999999999999	14.049999999999994
90	59	1	64.26000000000003	55.904999999999994
100	1	2	9.740000000000002	10.299999999999995
