0	1	2	10.019047619047623	10.028571428571432
0	2	2	10.201923076923077	100.04807692307692
0	3	2	10.04807692307692	189.9230769230769
0	4	2	99.9126213592233	10.009708737864079
0	5	2	100.06796116504857	100.06796116504859
0	6	2	99.90566037735852	190.0377358490565
0	7	2	190	10.000000000000002
0	8	2	190.0462962962963	100.02777777777774
0	9	2	189.87735849056602	189.99999999999994
0	10	1	131.5	143.5
0	11	1	62	99
0	12	1	186	124
0	13	1	186.5	2.5
0	14	1	115	2
0	15	1	135	136
0	16	1	12.5	125
0	17	1	168.33333333333334	147.33333333333334
0	18	1	65	126
0	19	1	112	183
0	20	1	44.5	1
0	21	1	134.66666666666666	78.33333333333333
0	22	1	71	42.5
0	23	1	179.66666666666666	41.333333333333336
0	24	1	131.33333333333334	5.333333333333333
0	25	1	139.4	15.8
0	26	1	27.5	176.5
0	27	1	26	16.5
0	28	1	160.5	12.5
0	29	1	112	170.5
0	30	1	89	142
0	31	1	121.16666666666667	0.8333333333333353
0	32	1	134.5	177.25
0	33	1	8	142
0	34	1	96	0
0	35	1	102.5	71.5
0	36	1	27	35.5
0	37	1	11	129
0	38	1	24	192
0	39	1	67.75	34.75
0	40	1	50	175
0	41	1	174.5	78
0	42	1	98	119
0	43	1	88.66666666666667	3.3333333333333335
0	44	1	28.666666666666668	143.33333333333334
0	45	1	70	127.5
0	46	1	99.6	66.6
0	47	1	169.5	16.5
0	48	1	14.5	94.5
0	49	1	170.5	171
0	50	1	27	166
0	51	1	56.5	130.5
0	52	1	130.5	45.5
0	53	1	73	36.5
0	54	1	162.33333333333334	111.66666666666667
0	55	1	133	28
0	56	1	34	45.333333333333336
0	57	1	17	79.33333333333333
0	58	1	132.8	94.6
0	59	1	152.5	149
0	60	1	174	116
0	61	1	94.5	184.5
0	62	1	53	47
0	63	1	143	53
0	64	1	33.666666666666664	121
0	65	1	130.4	120.8
0	66	1	119	8
0	67	1	74.5	78.5
0	68	1	129	188
0	69	1	130	50
0	70	1	2	94
0	71	1	185.5	78.5
0	72	1	79	73
0	73	1	139.66666666666666	58.333333333333336
0	74	1	153.33333333333334	118.33333333333333
0	75	1	81	106.66666666666667
0	76	1	49.8	58
0	77	1	119.5	190.75
0	78	1	59	193
0	79	1	79	152
0	80	1	23.6	17.2
0	81	1	54	195.5
0	82	1	2	120.5
0	83	1	184.33333333333334	171.33333333333334
0	84	1	87.5	183.99999999999997
0	85	1	133.5	82
0	86	1	111	44
0	87	1	139	59.666666666666664
0	88	1	183	165.5
0	89	1	91	49.5
0	90	1	47.2	34
0	91	1	112.5	99.5
0	92	1	11	43
0	93	1	111	129
0	94	1	148.5	79.5
0	95	1	124.5	103.5
0	96	1	175.5	125.5
0	97	1	22	14
0	98	1	16	91.5
0	99	1	173	13
0	100	1	33	145
0	101	1	180.66666666666666	86
0	102	1	119.2	30.6
0	103	1	86	156
0	104	1	22.666666666666668	196
0	105	1	70.5	162.5
0	106	1	43.5	113.5
0	107	1	46.4	163.6
0	108	1	6.333333333333333	28.666666666666668
0	109	1	171.33333333333334	84.33333333333333
